session_id,user_id,session_start,session_end,source,medium,device_category
session_2211,393,2021-06-29 03:32:50,2023-10-03 22:05:08,social,organic,desktop
session_2212,452,2021-09-27 12:48:40,2023-01-19 15:08:15,social,referral,mobile
session_2213,403,2021-10-04 10:24:28,2023-03-16 16:20:47,social,referral,mobile
session_2214,211,2023-05-06 21:16:00,2023-10-22 14:53:29,social,email,desktop
session_2215,54,2023-01-27 11:43:05,2023-01-27 11:54:05,bing,cpc,tablet
session_2216,405,2021-09-05 02:26:26,2023-03-18 12:39:41,direct,organic,desktop
session_2217,465,2022-11-06 01:38:27,2023-03-24 10:52:17,google,email,mobile
session_2218,331,2023-10-08 23:53:44,2023-10-09 02:16:44,direct,organic,tablet
session_2219,137,2023-08-21 03:27:23,2023-08-21 04:07:23,social,referral,desktop
session_2220,430,2023-05-23 23:49:08,2023-05-24 00:59:08,google,email,desktop
session_2221,275,2021-08-05 09:20:21,2022-03-22 05:00:49,google,cpc,desktop
session_2222,258,2023-07-22 12:49:37,2023-07-22 14:06:37,direct,referral,desktop
session_2223,445,2022-09-13 04:59:34,2023-07-16 17:59:45,bing,referral,desktop
session_2224,207,2022-03-08 00:22:02,2022-03-08 02:44:02,social,referral,mobile
session_2225,285,2022-03-03 00:50:05,2022-03-03 03:42:05,social,cpc,desktop
session_2226,311,2021-01-31 23:23:26,2022-12-16 05:12:08,bing,organic,tablet
session_2227,383,2021-06-02 09:44:57,2021-06-02 11:19:57,direct,cpc,tablet
session_2228,317,2021-02-26 21:47:42,2022-07-01 18:42:55,direct,referral,mobile
session_2229,463,2023-10-08 05:11:48,2023-10-08 07:05:48,social,referral,mobile
session_2230,288,2023-08-01 21:07:48,2023-08-01 21:31:48,direct,email,mobile
session_2231,117,2022-03-28 05:13:29,2023-12-16 22:04:07,google,referral,mobile
session_2232,445,2021-03-24 22:25:50,2023-10-25 03:04:41,google,cpc,desktop
session_2233,65,2022-11-29 20:40:30,2022-11-29 21:56:30,direct,referral,tablet
session_2234,340,2021-06-20 11:23:34,2023-07-14 14:16:34,direct,referral,tablet
session_2235,321,2021-03-27 08:22:57,2021-05-31 22:23:40,google,cpc,mobile
session_2236,316,2023-07-28 04:28:02,2023-07-28 04:56:02,bing,email,mobile
session_2237,364,2021-04-20 01:07:51,2022-01-18 21:18:51,google,referral,tablet
session_2238,192,2023-05-03 03:42:19,2023-05-03 04:08:19,social,organic,mobile
session_2239,346,2021-01-11 16:18:18,2021-06-02 05:00:57,google,email,tablet
session_2240,38,2023-12-20 06:47:19,2023-12-20 09:30:19,social,organic,tablet
session_2241,197,2022-05-25 10:23:14,2022-05-25 12:45:14,social,cpc,desktop
session_2242,312,2023-06-16 14:50:45,2023-06-16 16:04:45,direct,email,mobile
session_2243,376,2022-08-25 01:51:12,2022-08-25 02:31:12,social,email,mobile
session_2244,423,2022-10-20 01:44:27,2022-10-20 02:35:27,bing,cpc,desktop
session_2245,291,2021-05-20 16:31:51,2021-08-20 14:10:18,social,organic,tablet
session_2246,66,2022-11-16 19:13:04,2022-11-16 20:57:04,bing,email,desktop
session_2247,302,2023-06-08 16:56:57,2023-12-30 07:52:50,direct,email,tablet
session_2248,74,2022-09-19 18:39:28,2022-09-19 20:06:28,bing,organic,mobile
session_2249,439,2022-10-04 13:10:27,2022-10-04 16:01:27,google,cpc,mobile
session_2250,482,2023-07-05 17:07:38,2023-07-05 19:16:38,google,organic,desktop
session_2251,413,2021-02-01 01:27:44,2021-10-05 12:00:01,direct,organic,mobile
session_2252,407,2023-01-26 10:41:47,2023-01-26 13:26:47,google,email,desktop
session_2253,174,2021-02-25 01:36:05,2021-04-09 19:52:50,direct,email,mobile
session_2254,299,2021-06-22 16:26:45,2023-06-22 10:05:01,direct,referral,mobile
session_2255,13,2022-03-20 19:31:35,2022-04-27 06:02:25,google,cpc,tablet
session_2256,480,2022-03-30 14:38:35,2022-03-30 17:26:35,google,cpc,tablet
session_2257,478,2022-06-13 14:38:29,2023-04-15 06:25:05,bing,referral,mobile
session_2258,144,2021-09-02 16:34:59,2022-06-04 11:06:56,direct,organic,mobile
session_2259,298,2021-10-11 10:41:25,2023-03-13 16:54:10,bing,organic,mobile
session_2260,378,2023-05-29 04:56:44,2023-05-29 05:52:44,social,email,tablet
session_2261,368,2021-01-14 08:41:41,2023-02-24 17:16:44,direct,cpc,tablet
session_2262,58,2021-03-12 22:13:39,2021-10-22 20:55:01,social,referral,tablet
session_2263,342,2022-11-30 16:00:35,2022-11-30 16:51:35,google,referral,tablet
session_2264,299,2023-06-29 19:52:20,2023-06-29 21:34:20,bing,cpc,tablet
session_2265,195,2022-12-04 08:11:21,2022-12-04 09:27:21,direct,organic,mobile
session_2266,10,2022-01-26 08:02:17,2022-08-16 06:39:59,google,cpc,desktop
session_2267,413,2021-02-14 06:29:58,2022-01-30 21:54:18,google,cpc,tablet
session_2268,404,2022-05-15 06:07:20,2022-05-15 08:37:20,social,email,mobile
session_2269,385,2021-05-22 10:00:11,2021-05-22 10:02:11,social,email,mobile
session_2270,167,2021-12-16 12:56:28,2022-11-12 22:20:40,direct,organic,tablet
session_2271,386,2022-09-17 19:59:29,2022-09-17 20:55:29,google,referral,mobile
session_2272,461,2023-08-23 14:07:33,2023-08-23 16:26:33,google,email,mobile
session_2273,108,2021-08-28 11:30:57,2022-04-02 09:35:19,direct,referral,desktop
session_2274,226,2023-03-02 00:00:39,2023-03-02 02:43:39,bing,email,mobile
session_2275,372,2021-10-12 13:58:19,2023-08-09 03:11:19,social,referral,tablet
session_2276,174,2021-01-15 13:44:37,2022-05-29 22:04:02,bing,referral,mobile
session_2277,117,2022-08-15 11:04:36,2023-02-20 10:56:22,direct,cpc,desktop
session_2278,242,2022-04-22 13:57:21,2022-05-23 03:26:58,social,organic,desktop
session_2279,328,2023-10-30 14:19:56,2023-10-30 17:16:56,social,referral,desktop
session_2280,431,2022-04-08 03:50:10,2022-04-08 05:26:10,direct,organic,desktop
session_2281,381,2023-08-06 22:16:22,2023-08-06 23:25:22,direct,referral,tablet
session_2282,368,2021-06-22 06:29:04,2023-02-16 13:00:25,social,organic,desktop
session_2283,273,2023-11-27 04:26:59,2023-11-27 05:40:59,google,organic,mobile
session_2284,135,2021-02-13 14:58:21,2021-11-13 18:29:03,direct,referral,desktop
session_2285,375,2021-12-25 10:21:45,2021-12-25 11:39:45,google,cpc,mobile
session_2286,112,2021-12-01 19:15:33,2021-12-01 21:54:33,direct,organic,mobile
session_2287,416,2021-03-08 17:52:31,2022-05-13 09:28:59,social,organic,mobile
session_2288,88,2023-02-14 04:00:07,2023-07-13 05:29:18,google,cpc,desktop
session_2289,403,2023-08-24 19:26:24,2023-08-24 21:21:24,bing,cpc,desktop
session_2290,483,2022-05-25 06:57:24,2022-05-25 07:26:24,social,cpc,mobile
session_2291,48,2023-03-05 02:08:54,2023-11-21 05:09:11,direct,cpc,tablet
session_2292,274,2023-02-02 11:16:02,2023-02-02 13:54:02,google,organic,mobile
session_2293,335,2023-10-26 04:58:04,2023-10-26 06:59:04,social,cpc,tablet
session_2294,184,2022-04-18 15:59:29,2022-05-11 23:57:11,google,cpc,mobile
session_2295,337,2021-06-01 18:52:33,2021-06-01 19:43:33,direct,organic,mobile
session_2296,202,2022-06-13 20:20:33,2022-06-13 21:13:33,google,referral,tablet
session_2297,209,2023-02-28 07:48:43,2023-02-28 08:51:43,google,referral,desktop
session_2298,169,2023-10-13 14:39:38,2023-10-13 15:16:38,social,organic,mobile
session_2299,113,2022-05-07 05:02:04,2022-12-10 11:54:58,google,cpc,mobile
session_2300,305,2022-10-04 05:34:38,2023-10-04 11:46:52,direct,referral,mobile
session_2301,265,2023-02-06 05:55:22,2023-03-13 20:54:30,google,email,desktop
session_2302,108,2023-12-07 23:03:22,2023-12-08 00:40:22,direct,cpc,tablet
session_2303,315,2022-10-12 18:48:00,2022-10-12 19:37:00,direct,email,desktop
session_2304,324,2023-04-09 17:58:20,2023-04-09 20:02:20,direct,referral,tablet
session_2305,198,2022-06-22 22:30:32,2023-11-18 14:40:04,direct,email,desktop
session_2306,260,2022-01-19 00:20:05,2022-01-19 00:50:05,social,email,tablet
session_2307,392,2023-12-08 23:14:23,2023-12-18 15:26:15,social,email,tablet
session_2308,437,2021-04-22 11:35:52,2021-07-10 04:44:34,bing,organic,tablet
session_2309,278,2023-08-04 14:10:50,2023-08-04 16:56:50,bing,organic,tablet
session_2310,246,2021-08-16 14:11:56,2021-08-16 15:10:56,direct,referral,tablet
session_2311,275,2023-01-31 23:30:40,2023-02-01 02:23:40,direct,referral,tablet
session_2312,105,2021-05-08 02:17:16,2021-08-06 23:51:51,google,cpc,mobile
session_2313,286,2023-06-19 19:17:16,2023-06-19 20:21:16,google,organic,mobile
session_2314,21,2021-12-04 20:04:13,2023-06-14 05:38:58,social,referral,desktop
session_2315,446,2023-01-22 04:52:52,2023-05-23 02:45:55,bing,organic,desktop
session_2316,234,2022-01-03 11:59:31,2023-10-01 17:59:44,bing,referral,desktop
session_2317,347,2022-06-15 05:22:18,2022-09-15 03:25:50,bing,email,tablet
session_2318,247,2022-07-27 03:23:09,2022-07-27 03:27:09,google,email,mobile
session_2319,322,2022-01-26 03:59:05,2022-02-24 16:35:09,social,email,desktop
session_2320,327,2023-07-18 05:41:18,2023-07-18 08:39:18,google,cpc,desktop
session_2321,351,2023-05-09 13:01:22,2023-05-09 13:13:22,social,organic,mobile
session_2322,341,2023-08-02 08:27:12,2023-08-02 08:36:12,direct,organic,desktop
session_2323,255,2022-01-12 16:33:46,2022-01-12 17:30:46,google,cpc,tablet
session_2324,407,2023-03-23 09:57:37,2023-03-23 10:29:37,social,organic,mobile
session_2325,240,2022-08-30 04:53:49,2023-03-12 19:29:41,bing,organic,mobile
session_2326,437,2023-05-11 00:20:54,2023-05-11 02:31:54,direct,cpc,desktop
session_2327,99,2021-08-12 04:22:02,2022-07-13 05:37:22,direct,cpc,desktop
session_2328,115,2021-12-12 18:10:20,2023-06-15 18:24:05,direct,organic,tablet
session_2329,318,2021-11-11 04:18:24,2022-02-26 08:53:32,social,organic,desktop
session_2330,411,2023-08-28 05:07:24,2023-08-28 06:42:24,social,cpc,tablet
session_2331,376,2023-09-11 12:58:38,2023-09-11 14:38:38,bing,cpc,tablet
session_2332,46,2022-01-28 13:15:38,2022-10-30 12:49:08,google,email,mobile
session_2333,3,2022-02-21 09:57:19,2023-01-28 04:58:03,google,referral,tablet
session_2334,208,2022-05-05 10:26:58,2022-05-05 11:13:58,direct,cpc,mobile
session_2335,286,2022-10-11 09:37:23,2022-10-11 09:59:23,bing,cpc,desktop
session_2336,58,2022-10-20 05:56:18,2022-10-20 07:33:18,direct,referral,tablet
session_2337,430,2021-06-06 01:58:15,2023-11-14 06:12:55,bing,cpc,desktop
session_2338,321,2021-01-17 21:47:05,2023-12-15 18:06:02,google,organic,desktop
session_2339,182,2023-03-24 08:06:50,2023-03-24 09:07:50,direct,organic,tablet
session_2340,59,2021-02-17 11:19:13,2023-09-16 08:46:39,bing,cpc,tablet
session_2341,347,2022-10-23 14:54:56,2022-10-23 15:04:56,social,cpc,tablet
session_2342,343,2021-07-19 19:17:28,2021-07-19 22:12:28,bing,cpc,desktop
session_2343,454,2022-01-09 06:13:53,2022-07-31 08:53:56,social,email,desktop
session_2344,135,2021-12-31 09:09:34,2021-12-31 10:07:34,google,organic,mobile
session_2345,265,2023-01-17 01:14:27,2023-01-17 02:59:27,bing,organic,desktop
session_2346,252,2021-09-01 09:59:07,2023-09-27 23:13:06,google,email,mobile
session_2347,273,2021-09-19 15:03:17,2023-03-14 07:57:25,bing,referral,tablet
session_2348,11,2023-06-21 20:37:40,2023-06-21 20:55:40,direct,referral,tablet
session_2349,254,2022-08-13 11:41:51,2023-10-01 09:02:25,google,organic,mobile
session_2350,179,2021-10-01 02:26:24,2022-10-25 14:27:18,direct,referral,tablet
session_2351,346,2022-01-17 12:11:40,2023-09-27 11:40:02,social,organic,desktop
session_2352,226,2021-07-04 11:59:24,2022-12-31 12:02:54,google,email,mobile
session_2353,110,2022-07-21 10:16:03,2023-02-13 05:07:39,social,email,mobile
session_2354,414,2023-05-17 07:49:30,2023-05-17 08:19:30,direct,referral,mobile
session_2355,488,2021-04-23 21:40:26,2022-08-26 03:09:02,google,email,mobile
session_2356,283,2023-12-24 11:25:44,2023-12-24 11:59:44,bing,email,desktop
session_2357,454,2021-04-18 09:54:04,2022-09-29 01:01:03,google,cpc,tablet
session_2358,61,2023-08-11 04:27:08,2023-08-11 07:16:08,bing,cpc,mobile
session_2359,433,2023-12-07 03:27:46,2023-12-07 04:38:46,social,referral,desktop
session_2360,355,2021-04-26 02:57:49,2021-06-15 18:19:08,bing,cpc,mobile
session_2361,202,2023-04-23 10:12:40,2023-04-23 11:40:40,google,cpc,desktop
session_2362,236,2021-03-19 15:08:47,2021-08-01 01:03:20,direct,cpc,desktop
session_2363,382,2023-05-30 05:01:18,2023-05-30 07:35:18,direct,cpc,tablet
session_2364,269,2022-01-31 09:12:40,2022-03-28 06:44:36,bing,email,mobile
session_2365,200,2022-03-19 08:30:28,2022-10-31 09:02:33,direct,referral,tablet
session_2366,232,2021-04-14 07:33:32,2021-06-26 21:12:57,social,cpc,mobile
session_2367,222,2023-01-31 16:14:02,2023-01-31 18:49:02,social,referral,tablet
session_2368,120,2022-06-30 15:25:21,2022-06-30 18:08:21,direct,email,mobile
session_2369,388,2021-09-28 17:42:09,2022-09-07 16:32:10,bing,organic,desktop
session_2370,160,2023-08-11 20:13:06,2023-08-11 20:25:06,direct,referral,desktop
session_2371,439,2021-01-30 17:32:56,2022-01-13 12:03:35,direct,email,mobile
session_2372,37,2022-05-22 02:56:55,2023-12-30 04:39:39,bing,referral,mobile
session_2373,24,2022-05-29 00:31:42,2023-05-04 12:49:55,social,organic,desktop
session_2374,287,2022-06-19 01:07:10,2022-06-19 03:38:10,bing,email,mobile
session_2375,319,2021-02-12 10:52:56,2022-07-23 09:27:42,direct,email,tablet
session_2376,498,2022-03-20 10:24:53,2022-09-02 15:19:21,bing,referral,mobile
session_2377,163,2021-10-30 13:11:39,2021-12-17 01:59:15,google,organic,desktop
session_2378,31,2022-06-24 03:13:13,2022-06-24 06:01:13,bing,organic,desktop
session_2379,137,2022-11-15 05:22:29,2022-11-15 05:52:29,social,referral,mobile
session_2380,172,2022-01-29 08:06:56,2023-06-28 02:09:27,social,cpc,desktop
session_2381,467,2021-12-12 22:42:53,2023-09-28 11:21:29,google,cpc,tablet
session_2382,138,2021-08-24 09:11:49,2021-12-27 05:03:04,bing,organic,mobile
session_2383,417,2021-12-30 07:16:47,2022-12-26 18:59:01,bing,cpc,mobile
session_2384,468,2021-08-17 01:57:08,2022-11-30 06:47:40,direct,email,tablet
session_2385,331,2022-06-01 08:25:21,2022-06-01 09:56:21,google,cpc,tablet
session_2386,124,2023-03-24 19:08:56,2023-03-24 20:29:56,bing,referral,tablet
session_2387,448,2021-10-30 09:50:22,2021-10-30 11:56:22,direct,cpc,desktop
session_2388,124,2022-07-16 17:59:33,2023-02-03 17:37:33,direct,referral,tablet
session_2389,437,2023-08-31 17:58:47,2023-08-31 19:58:47,bing,referral,mobile
session_2390,344,2023-05-22 18:07:36,2023-05-22 19:34:36,google,organic,desktop
session_2391,415,2023-12-12 06:47:04,2023-12-12 08:21:04,google,organic,desktop
session_2392,80,2023-01-26 07:11:01,2023-01-26 07:24:01,google,email,desktop
session_2393,94,2022-02-05 12:44:34,2022-02-05 13:44:34,bing,email,tablet
session_2394,337,2021-05-25 23:32:25,2021-12-27 13:08:23,bing,organic,tablet
session_2395,232,2022-06-30 16:43:13,2023-10-29 11:31:23,bing,cpc,tablet
session_2396,58,2023-10-09 20:17:28,2023-10-09 20:40:28,direct,organic,tablet
session_2397,24,2021-02-28 09:14:41,2023-01-24 15:03:44,bing,referral,mobile
session_2398,252,2023-03-14 17:25:32,2023-03-14 18:20:32,bing,referral,desktop
session_2399,449,2022-10-28 12:52:49,2022-10-28 13:51:49,social,referral,desktop
session_2400,413,2021-01-27 06:33:33,2023-05-06 21:13:46,direct,referral,mobile
session_2401,59,2022-10-05 07:07:35,2022-10-05 09:16:35,google,email,desktop
session_2402,343,2023-10-30 21:13:26,2023-12-08 10:54:22,bing,organic,desktop
session_2403,322,2022-05-23 08:03:14,2022-05-23 10:39:14,bing,referral,desktop
session_2404,47,2021-02-14 20:45:48,2021-12-06 19:10:10,direct,email,mobile
session_2405,351,2022-05-16 05:35:06,2022-05-16 05:42:06,bing,organic,mobile
session_2406,97,2023-04-29 19:49:17,2023-10-02 20:47:25,direct,organic,desktop
session_2407,234,2021-06-18 03:18:41,2023-06-10 22:03:45,bing,email,mobile
session_2408,273,2021-04-23 13:04:13,2022-06-03 16:39:39,bing,referral,desktop
session_2409,140,2022-07-08 13:53:00,2023-10-03 07:20:54,bing,cpc,tablet
session_2410,311,2022-07-27 19:46:21,2022-10-11 11:53:37,bing,referral,desktop
session_2411,419,2021-12-17 20:12:47,2022-06-14 05:02:07,social,referral,desktop
session_2412,221,2022-07-22 11:01:03,2022-07-22 11:25:03,direct,referral,mobile
session_2413,213,2023-05-19 17:37:27,2023-11-20 21:18:49,social,email,mobile
session_2414,383,2023-11-02 15:20:19,2023-11-02 17:36:19,direct,cpc,mobile
session_2415,367,2022-07-15 05:46:38,2022-07-15 08:15:38,google,cpc,desktop
session_2416,189,2022-03-20 23:30:33,2023-07-28 01:10:18,bing,email,desktop
session_2417,254,2022-08-28 02:51:54,2023-04-29 06:27:06,social,email,mobile
session_2418,51,2022-03-01 22:32:37,2023-08-12 01:05:53,direct,referral,desktop
session_2419,439,2023-02-27 20:46:03,2023-02-27 22:38:03,google,cpc,tablet
session_2420,443,2023-03-04 22:32:19,2023-03-04 22:35:19,social,referral,mobile
session_2421,446,2022-07-22 06:42:09,2023-10-08 23:16:45,direct,referral,mobile
session_2422,291,2021-10-22 01:05:30,2021-10-22 01:10:30,bing,email,desktop
session_2423,83,2022-02-22 08:29:38,2023-10-14 23:30:14,google,email,tablet
session_2424,288,2022-03-13 03:34:26,2022-12-02 18:00:56,google,organic,desktop
session_2425,144,2022-06-05 16:29:06,2023-06-09 15:38:34,bing,cpc,desktop
session_2426,390,2021-08-12 20:05:45,2023-04-22 14:18:22,google,cpc,desktop
session_2427,11,2021-05-04 05:39:41,2021-06-07 14:20:11,social,referral,desktop
session_2428,252,2021-12-11 19:09:35,2022-11-02 12:21:32,social,referral,mobile
session_2429,8,2021-10-15 04:04:33,2023-10-14 09:17:58,bing,email,desktop
session_2430,301,2022-02-16 23:51:35,2022-07-22 09:49:21,bing,organic,desktop
session_2431,341,2021-07-03 10:44:54,2021-12-10 08:58:55,social,referral,tablet
session_2432,366,2021-12-27 16:31:14,2021-12-27 17:52:14,social,cpc,mobile
session_2433,286,2021-09-08 21:56:59,2023-08-25 17:42:11,google,email,desktop
session_2434,202,2021-08-02 01:03:56,2023-10-05 13:45:06,google,email,tablet
session_2435,298,2023-05-08 12:59:41,2023-05-08 15:54:41,social,referral,mobile
session_2436,179,2021-03-10 01:05:54,2021-07-02 22:36:09,social,referral,tablet
session_2437,20,2022-02-20 14:06:56,2023-07-01 06:13:40,direct,referral,desktop
session_2438,455,2021-06-08 18:17:38,2021-09-25 00:18:38,bing,referral,desktop
session_2439,209,2022-02-14 07:15:33,2022-05-26 22:24:13,direct,email,desktop
session_2440,180,2021-05-02 06:05:41,2022-04-13 20:12:27,direct,organic,tablet
session_2441,372,2023-05-09 20:53:53,2023-05-09 20:55:53,social,referral,desktop
session_2442,233,2022-12-20 04:00:44,2022-12-20 05:59:44,google,cpc,mobile
session_2443,30,2023-09-19 14:20:02,2023-09-19 16:02:02,social,referral,mobile
session_2444,287,2022-12-29 20:51:00,2022-12-29 21:50:00,direct,referral,mobile
session_2445,191,2022-09-04 05:24:53,2022-09-28 07:55:32,direct,email,mobile
session_2446,23,2023-04-06 03:28:53,2023-04-06 05:01:53,google,cpc,mobile
session_2447,7,2022-12-28 17:30:59,2022-12-28 19:17:59,social,organic,tablet
session_2448,294,2023-12-20 04:15:56,2023-12-20 05:35:56,social,email,mobile
session_2449,500,2021-10-05 14:02:22,2022-11-10 01:01:16,direct,organic,desktop
session_2450,65,2021-08-24 00:33:43,2021-08-24 02:19:43,direct,cpc,desktop
session_2451,232,2023-06-02 08:49:01,2023-06-02 10:42:01,social,email,tablet
session_2452,199,2022-06-14 08:33:55,2022-06-14 11:29:55,social,referral,mobile
session_2453,398,2023-07-06 22:05:21,2023-07-06 23:09:21,google,email,desktop
session_2454,230,2021-03-22 09:27:39,2022-08-16 15:30:31,direct,organic,mobile
session_2455,417,2023-03-15 00:16:25,2023-03-15 01:36:25,direct,cpc,desktop
session_2456,29,2022-08-16 14:01:58,2022-08-16 14:03:58,social,organic,tablet
session_2457,458,2022-04-02 21:19:09,2022-04-02 23:19:09,bing,email,mobile
session_2458,430,2021-06-18 20:25:16,2021-07-19 09:18:23,direct,cpc,mobile
session_2459,19,2022-11-03 11:26:20,2022-11-03 12:31:20,google,referral,tablet
session_2460,279,2023-06-16 18:06:15,2023-06-16 18:56:15,direct,email,mobile
session_2461,19,2023-01-31 03:56:45,2023-01-31 05:11:45,direct,email,tablet
session_2462,167,2021-11-25 14:43:57,2022-06-01 02:00:08,bing,organic,tablet
session_2463,456,2022-01-27 05:04:24,2023-07-21 01:37:53,social,referral,tablet
session_2464,89,2023-07-20 02:54:08,2023-07-20 04:17:08,google,referral,mobile
session_2465,289,2023-02-01 00:05:34,2023-02-01 02:19:34,bing,email,tablet
session_2466,175,2021-12-23 02:02:38,2023-02-26 12:18:41,direct,cpc,mobile
session_2467,263,2021-10-13 16:47:35,2023-11-11 08:53:06,google,organic,desktop
session_2468,5,2021-07-23 14:53:19,2022-08-11 08:11:05,direct,cpc,mobile
session_2469,240,2021-10-22 20:12:29,2022-09-30 07:54:30,google,email,tablet
session_2470,244,2021-12-03 22:23:41,2022-12-12 14:31:16,bing,referral,desktop
session_2471,331,2021-03-31 02:45:44,2022-04-09 05:29:19,bing,cpc,mobile
session_2472,69,2022-10-12 17:48:18,2022-10-12 19:56:18,social,organic,mobile
session_2473,24,2023-01-25 00:36:33,2023-01-25 00:54:33,social,organic,mobile
session_2474,147,2023-03-19 03:25:27,2023-03-19 04:35:27,social,referral,mobile
session_2475,412,2021-07-06 23:25:52,2023-06-25 21:54:30,google,referral,tablet
session_2476,236,2021-04-27 10:40:01,2023-11-03 13:03:15,direct,email,mobile
session_2477,233,2021-08-08 06:18:45,2023-11-21 03:19:35,social,organic,mobile
session_2478,458,2021-04-23 07:57:53,2022-01-20 01:31:15,google,referral,tablet
session_2479,421,2021-12-04 12:58:20,2023-11-07 08:56:08,bing,organic,mobile
session_2480,213,2022-08-25 17:43:56,2023-02-04 16:49:59,google,cpc,desktop
session_2481,60,2022-08-06 05:08:40,2023-07-20 21:28:03,direct,email,tablet
session_2482,160,2023-12-24 16:38:04,2023-12-24 17:12:04,google,referral,tablet
session_2483,207,2023-09-07 20:37:42,2023-10-05 01:55:28,direct,referral,desktop
session_2484,75,2023-02-15 01:15:22,2023-02-15 02:10:22,bing,email,desktop
session_2485,271,2021-03-31 22:01:55,2023-10-31 03:39:16,google,referral,tablet
session_2486,291,2021-06-30 22:11:02,2023-10-21 04:20:38,direct,referral,tablet
session_2487,327,2022-08-20 12:44:35,2023-08-31 11:45:04,social,referral,desktop
session_2488,460,2023-07-10 22:42:26,2023-09-13 20:23:18,bing,cpc,mobile
session_2489,310,2023-08-28 23:14:10,2023-08-29 00:40:10,direct,email,tablet
session_2490,433,2022-06-15 03:21:10,2022-09-05 09:13:53,social,cpc,mobile
session_2491,14,2021-12-21 19:08:39,2021-12-21 21:27:39,bing,organic,mobile
session_2492,2,2021-02-24 06:46:26,2022-02-19 09:48:21,direct,organic,mobile
session_2493,254,2022-04-29 11:34:11,2022-05-23 12:52:12,social,referral,desktop
session_2494,299,2023-03-11 03:28:15,2023-03-11 05:15:15,bing,referral,tablet
session_2495,441,2023-01-08 10:38:06,2023-01-08 11:02:06,social,cpc,desktop
session_2496,65,2022-08-20 12:22:27,2022-08-20 13:44:27,direct,organic,mobile
session_2497,90,2023-12-25 02:02:57,2023-12-25 03:03:57,google,cpc,desktop
session_2498,185,2022-10-15 05:42:27,2022-10-15 08:18:27,social,referral,mobile
session_2499,432,2021-03-13 04:01:19,2023-12-14 05:33:34,bing,referral,tablet
session_2500,457,2022-05-07 00:23:06,2022-05-07 01:37:06,social,referral,tablet
session_2501,195,2022-02-28 15:31:09,2023-12-22 19:20:49,social,email,mobile
session_2502,413,2021-01-08 05:46:10,2022-03-06 00:38:31,google,organic,mobile
session_2503,227,2021-07-16 17:28:59,2021-09-24 22:10:16,direct,referral,tablet
session_2504,38,2021-06-05 10:14:30,2022-12-04 13:30:53,bing,cpc,mobile
session_2505,394,2022-11-29 02:18:27,2022-11-29 03:43:27,google,referral,tablet
session_2506,176,2021-07-09 22:46:45,2022-03-04 08:07:28,bing,organic,desktop
session_2507,52,2022-05-08 15:53:48,2023-08-14 18:10:22,google,cpc,desktop
session_2508,481,2021-09-22 10:54:39,2022-12-13 04:29:55,social,referral,desktop
session_2509,494,2021-09-04 02:08:30,2021-10-26 09:24:39,direct,referral,mobile
session_2510,173,2023-10-07 13:22:13,2023-10-07 13:43:13,direct,email,tablet
session_2511,20,2023-01-29 02:34:54,2023-11-25 20:28:26,direct,organic,mobile
session_2512,410,2021-10-14 00:33:52,2023-01-02 10:21:27,social,referral,tablet
session_2513,499,2023-06-30 18:13:05,2023-06-30 18:37:05,google,referral,mobile
session_2514,284,2022-04-29 15:49:25,2022-04-29 16:40:25,bing,email,tablet
session_2515,462,2023-07-13 01:11:36,2023-12-06 07:19:02,google,email,desktop
session_2516,144,2021-07-10 23:01:42,2023-08-03 16:53:29,google,referral,desktop
session_2517,430,2021-10-17 00:01:20,2023-11-13 14:40:29,google,referral,desktop
session_2518,376,2021-01-19 06:13:40,2022-05-24 08:39:13,direct,organic,desktop
session_2519,164,2021-12-04 07:54:35,2022-05-30 13:16:57,google,email,desktop
session_2520,142,2021-11-21 00:33:51,2021-11-21 01:04:51,direct,organic,mobile
session_2521,274,2021-12-23 05:41:11,2021-12-23 08:05:11,social,organic,desktop
session_2522,138,2023-07-08 14:25:14,2023-07-08 16:19:14,direct,organic,tablet
session_2523,499,2021-09-07 04:56:49,2023-01-30 06:30:39,direct,cpc,mobile
session_2524,200,2022-03-23 05:00:32,2022-05-12 02:47:58,direct,organic,mobile
session_2525,289,2021-04-06 19:29:05,2021-04-06 19:50:05,google,cpc,desktop
session_2526,361,2023-02-16 03:48:56,2023-02-16 06:30:56,bing,referral,tablet
session_2527,171,2021-02-07 23:02:04,2021-02-08 00:50:04,direct,organic,mobile
session_2528,233,2023-02-11 18:26:09,2023-02-11 19:15:09,google,email,desktop
session_2529,294,2022-05-16 10:32:35,2022-05-16 12:13:35,direct,organic,tablet
session_2530,242,2021-10-07 11:21:03,2021-10-27 23:54:12,social,email,desktop
session_2531,453,2021-11-19 20:06:07,2022-07-05 15:15:56,bing,organic,tablet
session_2532,70,2021-10-30 12:56:33,2023-05-20 12:22:42,google,organic,mobile
session_2533,154,2023-04-27 07:30:30,2023-04-27 08:06:30,direct,referral,tablet
session_2534,454,2021-08-17 15:48:37,2023-11-16 21:33:30,direct,email,mobile
session_2535,472,2021-05-28 16:53:19,2022-01-16 07:13:58,google,email,desktop
session_2536,482,2022-06-21 15:47:44,2023-02-08 22:54:20,bing,referral,tablet
session_2537,221,2023-05-22 06:31:42,2023-05-22 07:39:42,social,referral,mobile
session_2538,32,2021-01-24 04:25:17,2023-01-12 03:05:44,direct,organic,tablet
