history_id,card_id,point_change,change_date,order_id,order_type
1289,216,-485,2023-05-17,2691,mobile_order
1290,60,280,2021-01-07,2672,qr_order
1291,75,814,2023-02-14,2940,qr_order
1292,8,-421,2022-08-19,2628,ec_order
1293,217,-83,2022-03-28,35,mobile_order
1294,60,626,2022-04-29,606,qr_order
1295,258,-94,2022-02-24,1788,mobile_order
1296,104,119,2023-01-08,2609,qr_order
1297,79,-992,2021-07-15,1750,qr_order
1298,106,373,2021-03-14,718,mobile_order
1299,74,805,2023-04-26,2426,qr_order
1300,90,-276,2022-06-26,2720,qr_order
1301,180,-791,2021-04-30,758,qr_order
1302,169,-840,2022-10-27,1916,mobile_order
1303,196,908,2022-06-23,1903,ec_order
1304,19,-266,2023-11-09,2621,qr_order
1305,288,206,2023-01-12,1591,ec_order
1306,194,-578,2022-10-28,1769,qr_order
1307,153,219,2023-12-08,2878,mobile_order
1308,139,-524,2023-04-26,384,qr_order
1309,278,-297,2023-11-09,874,qr_order
1310,31,-583,2023-10-07,2298,ec_order
1311,99,-747,2021-07-22,1902,mobile_order
1312,161,194,2023-06-20,2502,qr_order
1313,8,859,2023-07-18,1102,qr_order
1314,83,427,2021-11-26,1837,qr_order
1315,237,352,2023-01-09,81,qr_order
1316,215,716,2022-04-26,1551,qr_order
1317,20,440,2022-08-27,1681,mobile_order
1318,182,629,2021-08-02,1575,mobile_order
1319,278,933,2022-09-01,1830,ec_order
1320,289,232,2021-09-12,2456,qr_order
1321,45,-739,2023-05-06,2511,mobile_order
1322,263,-93,2022-03-26,3000,qr_order
1323,94,382,2021-06-12,1329,ec_order
1324,95,998,2021-01-15,197,qr_order
1325,51,636,2021-10-16,2094,mobile_order
1326,30,88,2023-08-29,1089,qr_order
1327,131,710,2021-05-03,147,qr_order
1328,257,862,2023-03-17,1246,qr_order
1329,278,842,2021-03-10,721,qr_order
1330,154,734,2021-12-21,1698,ec_order
1331,228,-372,2023-02-06,2491,qr_order
1332,84,802,2023-07-08,496,mobile_order
1333,7,-182,2021-02-09,30,qr_order
1334,257,358,2022-04-20,1008,mobile_order
1335,7,582,2022-01-01,1978,qr_order
1336,117,-235,2023-10-27,2867,mobile_order
1337,220,778,2021-01-23,1002,qr_order
1338,169,747,2021-11-20,2794,qr_order
1339,84,-213,2023-02-26,157,mobile_order
1340,124,-516,2021-06-11,1966,mobile_order
1341,156,-403,2023-08-08,204,ec_order
1342,197,826,2023-02-07,572,qr_order
1343,243,411,2021-04-09,1396,ec_order
1344,240,380,2022-07-01,848,ec_order
1345,223,-446,2021-03-02,2431,qr_order
1346,83,-933,2021-03-07,2276,ec_order
1347,162,-508,2021-12-17,1968,mobile_order
1348,57,56,2023-10-07,34,ec_order
1349,38,197,2022-05-15,571,ec_order
1350,114,-743,2022-03-29,1026,ec_order
1351,201,330,2023-07-21,2034,qr_order
1352,173,751,2023-12-07,2793,ec_order
1353,74,-371,2021-02-11,1232,qr_order
1354,294,824,2021-09-08,484,qr_order
1355,263,-153,2023-03-30,1303,qr_order
1356,214,-234,2022-01-26,476,mobile_order
1357,123,-780,2023-12-28,1176,mobile_order
1358,183,418,2021-04-28,796,qr_order
1359,165,-970,2022-06-22,1331,mobile_order
1360,84,490,2023-01-18,2957,mobile_order
1361,67,-816,2023-03-28,897,qr_order
1362,131,359,2021-09-23,1641,ec_order
1363,223,496,2021-05-08,1385,ec_order
1364,165,607,2021-06-23,2687,qr_order
1365,8,-331,2021-06-24,1036,mobile_order
1366,24,230,2023-04-12,438,qr_order
1367,208,383,2022-07-09,1114,mobile_order
1368,299,11,2021-11-08,1343,mobile_order
1369,54,-255,2021-10-14,2526,ec_order
1370,109,907,2023-10-04,1053,mobile_order
1371,16,691,2022-03-25,1030,ec_order
1372,300,-27,2022-03-26,1093,mobile_order
1373,234,-507,2023-11-27,1632,mobile_order
1374,47,190,2022-07-17,2921,mobile_order
1375,25,-120,2021-07-07,963,mobile_order
1376,88,196,2023-12-21,2374,qr_order
1377,227,926,2021-05-26,2799,qr_order
1378,34,-716,2022-11-11,2255,ec_order
1379,46,688,2023-01-10,1758,ec_order
1380,275,-49,2022-11-09,2657,mobile_order
1381,185,100,2022-08-25,1522,qr_order
1382,13,130,2023-07-20,1396,qr_order
1383,32,609,2023-07-04,806,mobile_order
1384,155,-838,2021-12-22,2773,ec_order
1385,147,953,2021-03-16,2663,mobile_order
1386,228,-858,2021-12-20,2263,mobile_order
1387,241,870,2023-09-21,193,qr_order
1388,120,-479,2021-06-17,2612,mobile_order
1389,134,880,2022-09-18,551,qr_order
1390,55,-611,2021-08-03,2194,ec_order
1391,144,-828,2021-10-29,974,qr_order
1392,175,699,2022-06-05,203,qr_order
1393,149,-910,2023-10-07,943,mobile_order
1394,245,608,2021-01-10,19,ec_order
1395,151,470,2022-03-13,1220,mobile_order
1396,91,-850,2022-08-06,247,qr_order
1397,15,-509,2021-10-11,808,mobile_order
1398,165,-158,2021-06-02,1727,mobile_order
1399,296,1,2023-01-24,2664,mobile_order
1400,123,-251,2022-06-26,1260,qr_order
1401,132,979,2023-09-28,2997,ec_order
1402,268,-511,2021-11-04,51,mobile_order
1403,286,177,2021-02-24,2594,qr_order
1404,40,-874,2023-03-08,1438,mobile_order
1405,99,608,2021-12-14,2438,mobile_order
1406,274,810,2023-02-08,2769,qr_order
1407,111,-386,2022-05-12,2096,ec_order
1408,133,573,2022-03-15,882,mobile_order
1409,247,943,2022-11-22,252,qr_order
1410,96,-158,2021-07-25,1746,ec_order
1411,43,-438,2021-03-18,959,mobile_order
1412,68,217,2021-10-17,460,ec_order
1413,255,61,2021-06-18,658,ec_order
1414,23,49,2022-07-02,207,mobile_order
1415,164,467,2022-05-27,2421,mobile_order
1416,95,913,2021-05-14,2746,ec_order
1417,262,-645,2021-09-11,835,ec_order
1418,158,-657,2022-08-08,1783,ec_order
1419,62,-498,2021-03-28,468,mobile_order
1420,74,225,2022-07-13,794,mobile_order
1421,178,-614,2023-04-08,1285,ec_order
1422,61,146,2023-06-02,1794,ec_order
1423,279,627,2022-11-18,2248,ec_order
1424,31,509,2021-10-15,2579,mobile_order
1425,277,467,2023-04-24,1310,mobile_order
1426,95,34,2021-11-19,781,qr_order
1427,75,-584,2023-07-14,2679,mobile_order
1428,184,802,2023-09-27,933,mobile_order
1429,257,663,2023-01-07,382,mobile_order
1430,54,759,2022-07-15,1088,qr_order
1431,208,-919,2021-01-26,589,qr_order
1432,66,167,2022-11-08,427,ec_order
1433,267,-310,2021-09-10,2530,ec_order
1434,110,-375,2023-03-01,1622,ec_order
1435,238,-24,2022-02-26,2725,ec_order
1436,190,816,2021-02-13,116,qr_order
1437,162,-447,2023-05-14,2576,qr_order
1438,196,476,2022-04-05,1007,qr_order
1439,205,-319,2022-11-21,2572,qr_order
1440,71,-888,2023-10-19,1855,ec_order
1441,166,-598,2023-07-11,231,qr_order
1442,16,-80,2023-09-27,837,ec_order
1443,85,-429,2022-03-10,2275,ec_order
1444,237,-554,2022-04-27,2195,ec_order
1445,99,72,2021-08-08,1127,ec_order
1446,36,-669,2023-10-30,1010,ec_order
1447,244,-214,2022-08-08,1607,mobile_order
1448,65,-406,2023-08-18,2964,qr_order
1449,186,526,2021-05-23,256,mobile_order
1450,235,-511,2022-08-01,767,mobile_order
1451,90,225,2023-08-19,1919,mobile_order
1452,195,-559,2021-06-10,599,ec_order
1453,193,61,2022-09-25,972,mobile_order
1454,157,886,2022-06-06,2063,mobile_order
1455,251,-163,2022-11-07,2189,qr_order
1456,8,210,2022-09-18,826,mobile_order
1457,31,-657,2023-11-05,2549,qr_order
1458,91,-278,2022-01-13,2895,mobile_order
1459,21,-979,2021-10-27,1852,qr_order
1460,74,-722,2022-06-18,2596,qr_order
1461,26,-923,2023-01-16,2194,mobile_order
1462,37,-202,2023-02-13,1369,qr_order
1463,144,223,2022-09-30,538,ec_order
1464,62,-190,2023-04-16,439,mobile_order
1465,40,-953,2022-12-20,876,mobile_order
1466,171,577,2023-08-28,715,qr_order
1467,254,-785,2021-05-09,2205,ec_order
1468,48,713,2022-10-09,128,mobile_order
1469,5,-207,2023-08-13,1936,qr_order
1470,187,-141,2022-05-26,2725,mobile_order
1471,57,-751,2023-02-10,2847,mobile_order
1472,248,323,2021-11-17,237,mobile_order
1473,186,478,2021-05-20,2354,mobile_order
1474,4,610,2021-01-30,1060,qr_order
1475,18,559,2022-12-29,1112,qr_order
1476,178,-848,2023-09-25,1127,qr_order
1477,151,580,2021-05-27,1007,ec_order
1478,106,-878,2022-12-12,820,qr_order
1479,19,-955,2023-06-05,2374,ec_order
1480,278,853,2021-06-26,1158,ec_order
1481,240,-719,2022-06-06,891,mobile_order
1482,232,-772,2023-04-14,1607,qr_order
1483,277,472,2021-07-24,1439,qr_order
1484,201,-125,2022-03-31,2399,qr_order
1485,190,-615,2021-04-12,391,qr_order
1486,232,700,2021-03-23,2570,ec_order
1487,72,42,2021-05-02,2994,mobile_order
1488,241,-622,2023-02-01,34,ec_order
1489,193,753,2023-12-01,1547,ec_order
1490,193,137,2023-09-27,2372,qr_order
1491,75,411,2022-08-29,1032,ec_order
1492,47,-547,2022-10-23,553,ec_order
1493,96,589,2021-04-03,2637,mobile_order
1494,153,561,2022-08-18,1196,ec_order
1495,44,800,2023-04-03,1223,qr_order
1496,155,-848,2023-04-06,858,qr_order
1497,188,-267,2023-03-03,1399,ec_order
1498,67,868,2022-05-26,1258,ec_order
1499,171,-640,2022-12-16,1929,qr_order
1500,111,803,2022-09-08,2285,qr_order
1501,110,812,2022-11-11,2689,mobile_order
1502,114,106,2022-10-30,1353,ec_order
1503,23,-631,2023-05-29,414,ec_order
1504,168,987,2021-08-06,1834,ec_order
1505,26,137,2021-10-08,2704,ec_order
1506,153,489,2023-10-06,155,mobile_order
1507,239,-682,2022-02-18,683,qr_order
1508,247,-280,2021-08-25,2216,ec_order
1509,267,402,2021-05-04,2215,ec_order
1510,6,788,2022-06-16,400,mobile_order
1511,295,-278,2023-03-24,745,mobile_order
1512,45,-193,2022-12-30,2179,mobile_order
1513,30,-825,2023-08-16,323,qr_order
1514,217,760,2023-04-01,1390,mobile_order
1515,211,665,2022-01-27,2625,ec_order
1516,117,296,2021-05-07,2909,ec_order
1517,24,600,2021-11-23,906,mobile_order
1518,133,162,2023-09-04,2651,ec_order
1519,186,314,2022-01-15,1306,ec_order
1520,181,-843,2021-12-08,1306,qr_order
1521,33,257,2023-10-22,2487,ec_order
1522,245,283,2021-02-16,2366,qr_order
1523,254,-74,2021-06-22,899,qr_order
1524,20,345,2021-07-14,241,mobile_order
1525,17,192,2023-01-22,1791,qr_order
1526,85,-50,2021-09-17,429,mobile_order
1527,24,55,2021-03-17,717,qr_order
1528,156,427,2022-02-28,2125,ec_order
1529,102,392,2022-02-03,2379,mobile_order
1530,45,-261,2022-02-22,2121,mobile_order
1531,81,-951,2022-03-26,331,ec_order
1532,29,891,2022-05-28,1194,ec_order
1533,76,-402,2021-10-11,962,qr_order
1534,100,734,2023-05-17,884,qr_order
1535,24,-563,2021-05-28,1922,ec_order
1536,294,953,2022-10-06,599,qr_order
1537,256,977,2021-12-16,1278,qr_order
1538,48,620,2022-07-09,425,qr_order
1539,8,334,2023-06-23,659,mobile_order
1540,1,585,2021-09-04,1885,ec_order
1541,214,-432,2023-09-24,1467,mobile_order
1542,180,-260,2023-11-24,2113,qr_order
1543,44,-947,2021-09-17,6,mobile_order
1544,69,-820,2023-02-04,128,mobile_order
1545,77,322,2021-05-06,2288,mobile_order
1546,86,295,2023-08-11,2266,qr_order
1547,272,-499,2023-06-02,917,ec_order
1548,146,-39,2022-05-28,2614,ec_order
1549,180,-220,2021-12-21,559,mobile_order
1550,103,654,2023-01-29,1623,mobile_order
1551,69,-787,2023-12-24,105,qr_order
1552,248,458,2023-07-08,791,ec_order
1553,206,-163,2021-02-18,1998,mobile_order
1554,40,-15,2021-01-04,1655,ec_order
1555,85,-934,2021-09-08,10,ec_order
1556,118,-703,2021-03-14,402,mobile_order
1557,214,-750,2023-03-03,980,ec_order
1558,48,-860,2023-01-13,2928,ec_order
1559,172,305,2023-10-24,2426,mobile_order
1560,191,554,2022-12-13,2495,mobile_order
1561,78,48,2023-08-13,1040,mobile_order
1562,134,637,2022-08-13,226,ec_order
1563,78,598,2023-07-26,557,ec_order
1564,175,-106,2023-02-26,370,qr_order
1565,39,-877,2021-10-18,1434,ec_order
1566,178,275,2022-11-28,2695,qr_order
1567,117,-391,2021-05-06,1696,qr_order
1568,82,-395,2021-08-20,134,mobile_order
1569,163,945,2022-03-09,1449,qr_order
1570,72,-345,2021-06-09,700,ec_order
1571,70,307,2022-04-12,860,qr_order
1572,153,-634,2021-05-25,1203,mobile_order
1573,123,-454,2021-06-26,612,mobile_order
1574,163,-830,2021-10-23,2464,qr_order
1575,9,137,2022-05-24,746,qr_order
1576,263,-104,2023-12-08,1970,ec_order
1577,285,-434,2022-01-27,1466,ec_order
1578,178,-409,2021-02-21,542,mobile_order
1579,58,579,2022-11-19,1324,qr_order
1580,100,-335,2022-08-19,842,ec_order
1581,57,228,2022-06-09,57,qr_order
1582,102,-84,2021-10-04,1790,ec_order
1583,108,-225,2021-12-09,2032,mobile_order
1584,22,-877,2023-09-06,2009,qr_order
1585,72,112,2022-06-29,683,qr_order
1586,144,994,2021-07-08,2318,ec_order
1587,238,-340,2022-10-06,2908,qr_order
1588,132,502,2022-07-04,90,mobile_order
1589,45,772,2021-06-27,1742,qr_order
1590,233,721,2022-04-03,2918,ec_order
1591,29,418,2023-10-24,1231,qr_order
1592,40,353,2021-07-14,2722,qr_order
1593,85,-177,2021-03-24,950,mobile_order
1594,269,197,2021-05-07,577,mobile_order
1595,64,594,2023-09-30,1998,qr_order
1596,162,900,2023-07-30,548,qr_order
1597,217,977,2021-10-16,1507,qr_order
1598,212,658,2023-10-10,2906,qr_order
1599,203,15,2021-10-08,147,ec_order
1600,67,-707,2022-05-17,1498,mobile_order
1601,118,349,2021-06-09,1931,ec_order
1602,267,-706,2023-10-19,677,qr_order
1603,36,-486,2021-03-11,178,ec_order
1604,262,375,2022-07-31,1558,mobile_order
1605,41,-91,2023-05-09,2420,ec_order
1606,275,-16,2023-03-03,312,mobile_order
1607,161,134,2023-01-30,27,mobile_order
1608,181,-610,2021-01-07,61,mobile_order
1609,4,64,2022-02-04,73,qr_order
1610,58,485,2023-11-22,2422,ec_order
1611,132,-12,2022-02-18,1999,mobile_order
1612,15,-83,2021-01-10,2139,qr_order
1613,210,-302,2023-02-28,38,ec_order
1614,36,-471,2021-05-28,1561,ec_order
1615,244,1000,2022-07-29,2399,ec_order
1616,125,282,2023-05-28,1414,mobile_order
1617,83,256,2021-03-30,1855,mobile_order
1618,78,301,2021-09-14,1925,qr_order
1619,141,853,2021-06-19,2303,mobile_order
1620,59,-716,2022-10-25,40,mobile_order
1621,138,294,2021-08-27,330,mobile_order
1622,77,625,2022-10-01,374,mobile_order
1623,159,-467,2021-03-20,227,ec_order
1624,198,644,2022-07-15,1156,ec_order
1625,26,223,2022-04-20,2607,qr_order
1626,259,740,2021-03-21,902,ec_order
1627,231,-458,2023-07-16,2853,ec_order
1628,136,-701,2021-07-21,1913,mobile_order
1629,17,-61,2022-08-03,1831,qr_order
1630,68,-75,2022-03-13,1045,qr_order
1631,129,801,2023-09-25,1174,mobile_order
1632,108,169,2023-05-26,2769,ec_order
1633,134,-881,2022-09-16,1789,ec_order
1634,144,28,2022-04-03,2187,qr_order
1635,153,-115,2022-06-15,419,mobile_order
1636,176,-19,2022-09-10,661,ec_order
1637,126,-13,2021-11-18,2212,mobile_order
1638,58,331,2022-11-16,71,mobile_order
1639,273,-543,2023-10-17,2411,qr_order
1640,190,-34,2023-09-12,1052,mobile_order
1641,2,847,2023-02-01,90,ec_order
1642,100,286,2023-09-18,556,ec_order
1643,57,181,2022-06-08,128,mobile_order
1644,7,-127,2023-12-23,1045,qr_order
1645,291,-933,2021-11-02,89,ec_order
1646,48,371,2022-06-08,2082,qr_order
1647,223,356,2021-01-26,178,ec_order
1648,260,649,2023-06-17,2253,ec_order
1649,41,-882,2022-02-22,2537,mobile_order
1650,177,-757,2021-01-02,132,mobile_order
1651,183,-167,2023-12-27,2832,qr_order
1652,21,917,2021-12-30,1842,ec_order
1653,283,-688,2021-09-08,450,ec_order
1654,229,124,2022-03-21,2988,ec_order
1655,89,446,2023-07-09,2588,mobile_order
1656,128,517,2022-11-26,1509,ec_order
1657,77,441,2022-03-28,649,ec_order
1658,240,-187,2023-01-07,2696,ec_order
1659,109,153,2023-04-30,1088,qr_order
1660,244,148,2021-09-26,2686,mobile_order
1661,186,203,2023-05-28,272,qr_order
1662,219,-755,2023-07-16,1038,qr_order
1663,170,-97,2022-01-04,242,qr_order
1664,149,908,2022-03-17,2050,ec_order
1665,119,-889,2021-01-09,201,qr_order
1666,177,-33,2022-03-26,341,mobile_order
1667,127,326,2023-05-24,1011,mobile_order
1668,159,480,2023-08-25,2054,mobile_order
1669,67,772,2023-03-05,342,mobile_order
1670,45,708,2021-08-18,405,ec_order
1671,237,-838,2021-08-06,1431,qr_order
1672,142,935,2021-08-08,963,mobile_order
1673,228,342,2023-01-04,1681,mobile_order
1674,204,215,2022-08-02,2978,ec_order
1675,293,-96,2021-08-12,2747,qr_order
1676,64,-964,2022-08-10,1626,mobile_order
1677,239,-105,2022-05-23,1557,ec_order
1678,42,704,2021-07-12,2739,ec_order
1679,124,-739,2023-07-22,65,qr_order
1680,273,38,2023-11-02,1433,mobile_order
1681,29,956,2023-08-07,1068,qr_order
1682,6,641,2021-05-29,2959,ec_order
1683,267,-40,2023-06-12,708,qr_order
1684,122,737,2021-01-26,1041,mobile_order
1685,248,-696,2023-07-20,62,mobile_order
1686,234,-831,2023-06-05,2590,qr_order
1687,52,456,2023-07-21,1204,mobile_order
1688,193,-310,2023-09-11,2415,mobile_order
1689,27,-847,2022-01-21,1987,mobile_order
1690,180,-598,2021-01-29,1946,qr_order
1691,294,860,2021-03-24,2496,ec_order
1692,69,-305,2021-01-24,2925,mobile_order
1693,187,-802,2021-10-18,2546,qr_order
1694,169,-784,2021-12-09,2932,ec_order
1695,153,-787,2021-12-03,2438,qr_order
1696,50,-631,2023-02-23,1265,ec_order
1697,289,-727,2021-10-05,1004,ec_order
1698,181,-931,2023-02-11,669,qr_order
1699,252,577,2023-08-16,2243,mobile_order
1700,4,127,2023-04-02,536,ec_order
1701,68,799,2022-11-08,407,ec_order
1702,62,-679,2021-11-24,765,mobile_order
1703,100,81,2021-10-08,689,ec_order
1704,209,-563,2021-02-20,774,mobile_order
1705,259,192,2023-07-24,1291,qr_order
1706,279,-898,2023-01-07,2198,qr_order
1707,86,826,2021-05-02,2146,qr_order
1708,264,-681,2023-11-13,2199,mobile_order
1709,141,825,2021-11-01,101,mobile_order
1710,284,-464,2023-11-23,2164,ec_order
1711,35,-679,2022-09-20,2726,ec_order
1712,286,-771,2021-10-22,2290,mobile_order
1713,77,-669,2022-09-12,653,ec_order
1714,158,965,2022-10-02,1226,ec_order
1715,173,556,2022-08-21,305,mobile_order
1716,71,919,2023-12-16,936,qr_order
1717,77,53,2022-03-12,401,mobile_order
1718,43,323,2023-01-01,944,ec_order
1719,189,88,2022-09-27,2331,qr_order
1720,30,-111,2023-10-07,1712,ec_order
1721,74,-521,2021-08-20,2738,qr_order
1722,72,-177,2023-12-15,2895,mobile_order
1723,159,-433,2022-04-03,2151,qr_order
1724,162,-583,2021-06-14,1945,qr_order
1725,264,21,2022-07-09,912,ec_order
1726,151,-189,2023-04-19,421,mobile_order
1727,200,940,2022-02-12,2920,qr_order
1728,50,-851,2023-08-26,780,ec_order
1729,210,-823,2022-08-25,2397,ec_order
1730,76,-341,2023-11-10,2243,qr_order
1731,129,756,2021-08-21,1602,mobile_order
1732,171,-699,2023-03-04,1714,qr_order
1733,169,-555,2021-10-01,2804,ec_order
1734,178,-631,2023-04-24,2906,mobile_order
1735,259,-961,2021-09-14,2611,mobile_order
1736,203,640,2023-02-03,7,mobile_order
1737,260,733,2022-10-22,1358,ec_order
1738,122,-141,2023-04-28,2214,qr_order
1739,174,-742,2023-10-31,2186,mobile_order
1740,133,-614,2022-02-11,1626,ec_order
1741,123,129,2021-03-12,2164,qr_order
1742,297,-855,2022-11-09,1453,mobile_order
1743,99,709,2022-09-24,250,ec_order
1744,75,671,2023-11-01,2851,qr_order
1745,86,-499,2023-07-15,2330,ec_order
1746,236,-206,2021-11-05,1189,ec_order
1747,227,296,2022-04-22,889,mobile_order
1748,137,-11,2021-12-22,805,qr_order
1749,268,888,2023-05-22,337,mobile_order
1750,258,79,2022-09-17,1390,ec_order
1751,142,-932,2021-07-28,1532,mobile_order
1752,200,-942,2023-05-11,2848,qr_order
1753,175,609,2023-10-20,2832,ec_order
1754,270,-227,2022-09-21,2839,mobile_order
1755,73,-911,2023-02-02,2584,ec_order
1756,151,230,2022-01-10,2948,qr_order
1757,287,-111,2023-03-31,2448,qr_order
1758,166,66,2022-12-16,2810,qr_order
1759,153,-882,2021-03-31,1308,mobile_order
1760,29,-127,2022-10-07,905,ec_order
1761,52,-588,2022-03-10,877,qr_order
1762,264,815,2023-04-15,424,qr_order
1763,267,251,2023-06-20,2483,mobile_order
1764,21,-99,2023-05-01,2270,ec_order
1765,56,166,2022-03-01,316,ec_order
1766,27,-79,2023-06-14,878,qr_order
1767,232,-305,2022-11-24,2466,qr_order
1768,209,-833,2022-03-12,914,mobile_order
1769,26,238,2023-03-04,1529,mobile_order
1770,75,-799,2022-02-24,951,qr_order
1771,74,887,2023-10-18,1813,mobile_order
1772,286,796,2021-12-15,1349,ec_order
1773,114,660,2021-09-21,1595,qr_order
1774,267,12,2021-05-13,1276,ec_order
1775,59,-419,2021-06-13,1607,mobile_order
1776,171,588,2022-04-28,772,mobile_order
1777,272,753,2023-10-01,2971,qr_order
1778,157,99,2022-07-05,925,mobile_order
1779,109,962,2023-02-15,2847,mobile_order
1780,180,-134,2023-11-09,593,ec_order
1781,145,58,2021-11-08,357,qr_order
1782,269,-333,2022-05-13,1187,ec_order
1783,175,-600,2022-03-15,2155,qr_order
1784,278,594,2023-03-21,593,qr_order
1785,246,-236,2023-08-27,1456,qr_order
1786,107,-330,2023-06-10,203,ec_order
1787,82,-723,2021-04-09,128,ec_order
1788,265,-516,2022-09-15,1609,qr_order
1789,242,-216,2022-06-11,2208,ec_order
1790,191,-415,2023-09-13,2452,ec_order
1791,165,725,2022-02-20,2497,mobile_order
1792,25,291,2021-01-24,2,ec_order
1793,186,114,2022-04-07,444,mobile_order
1794,235,492,2022-08-24,2812,qr_order
1795,77,-25,2022-04-16,1317,qr_order
1796,106,275,2022-04-06,1916,ec_order
1797,9,-594,2022-03-29,1948,ec_order
1798,177,765,2022-02-02,2236,ec_order
1799,55,87,2023-11-16,2108,qr_order
1800,15,-156,2023-02-22,729,qr_order
1801,13,-271,2022-02-12,2007,mobile_order
1802,5,-225,2022-06-21,455,qr_order
1803,224,-27,2023-06-22,40,ec_order
1804,53,676,2023-03-08,488,qr_order
1805,142,-74,2023-10-17,1562,qr_order
1806,266,263,2021-10-05,2137,ec_order
1807,37,826,2022-02-02,1350,mobile_order
1808,190,-612,2021-08-31,1946,ec_order
1809,222,-421,2022-07-05,1251,qr_order
1810,27,609,2021-05-06,1769,ec_order
1811,229,897,2021-09-18,671,mobile_order
1812,175,-736,2022-08-20,939,mobile_order
1813,223,-905,2023-01-19,629,qr_order
1814,93,551,2023-09-20,1010,ec_order
1815,34,0,2023-09-08,1217,qr_order
1816,214,912,2023-03-10,2997,ec_order
1817,39,135,2023-10-04,2555,qr_order
1818,178,-454,2021-07-08,2633,ec_order
1819,193,223,2022-01-06,259,qr_order
1820,226,-768,2022-04-14,2800,qr_order
1821,138,672,2021-06-18,1540,mobile_order
1822,10,424,2021-05-22,1792,mobile_order
1823,256,390,2021-11-02,1133,qr_order
1824,94,683,2023-01-26,2212,ec_order
1825,237,455,2022-06-24,1094,qr_order
1826,243,783,2023-03-01,238,qr_order
1827,284,24,2023-01-24,2141,ec_order
1828,140,-587,2023-04-08,1147,ec_order
1829,62,-517,2023-08-26,775,mobile_order
1830,70,925,2023-05-18,744,mobile_order
1831,267,120,2023-10-01,1767,qr_order
1832,132,-714,2022-05-25,2724,ec_order
1833,231,355,2021-06-12,814,mobile_order
1834,129,-71,2022-05-04,335,mobile_order
1835,208,-784,2022-12-16,2856,ec_order
1836,164,684,2023-03-10,2435,qr_order
1837,127,399,2021-12-18,2028,qr_order
1838,251,-512,2021-11-11,2697,qr_order
1839,274,-397,2021-01-18,594,ec_order
1840,116,110,2022-10-25,1073,ec_order
1841,278,444,2021-03-22,508,mobile_order
1842,151,954,2021-04-26,2765,qr_order
1843,255,-307,2022-11-02,901,ec_order
1844,2,-214,2023-05-04,729,ec_order
1845,251,199,2023-04-04,1725,mobile_order
1846,192,789,2022-07-13,2964,ec_order
1847,283,-892,2021-01-14,2942,mobile_order
1848,273,432,2022-02-28,2612,mobile_order
1849,105,-658,2021-11-24,2610,mobile_order
1850,144,234,2022-06-26,99,mobile_order
1851,171,514,2022-11-19,250,qr_order
1852,197,268,2021-07-13,1282,qr_order
1853,229,178,2023-04-28,1045,mobile_order
1854,36,449,2023-12-29,2119,ec_order
1855,223,-236,2022-03-08,942,mobile_order
1856,142,-625,2023-12-30,351,mobile_order
1857,232,925,2021-03-03,2132,qr_order
1858,209,-58,2021-02-16,842,ec_order
1859,94,840,2021-12-05,1200,ec_order
1860,297,15,2023-08-24,1271,mobile_order
1861,133,461,2022-06-13,1692,qr_order
1862,234,473,2023-11-26,567,qr_order
1863,176,206,2022-06-03,106,qr_order
1864,274,740,2022-10-01,2882,qr_order
1865,175,748,2022-10-03,2027,ec_order
1866,69,23,2022-01-19,203,qr_order
1867,28,933,2021-08-24,2835,ec_order
1868,115,-487,2022-07-06,2829,ec_order
1869,182,866,2021-10-09,1739,ec_order
1870,60,-442,2022-11-10,1636,ec_order
1871,129,56,2021-12-28,1093,mobile_order
1872,137,-313,2021-09-11,270,ec_order
1873,79,-63,2022-07-18,1129,ec_order
1874,276,-152,2023-03-21,2144,mobile_order
1875,47,764,2022-05-27,1787,qr_order
1876,65,-974,2021-02-16,1226,ec_order
1877,69,-707,2021-12-05,488,qr_order
1878,243,110,2021-06-18,2989,mobile_order
1879,124,551,2021-03-02,634,ec_order
1880,300,927,2021-03-20,1693,ec_order
1881,75,379,2021-08-03,946,mobile_order
1882,298,902,2023-05-01,512,qr_order
1883,133,243,2021-08-05,2252,mobile_order
1884,19,-258,2023-09-27,2609,mobile_order
1885,14,37,2022-10-18,715,qr_order
1886,288,-519,2022-09-19,1977,ec_order
1887,224,449,2021-05-13,2027,ec_order
1888,46,-249,2021-07-07,425,mobile_order
1889,34,-739,2022-08-28,2557,ec_order
1890,120,-260,2022-07-20,2411,ec_order
1891,101,-434,2023-07-28,748,qr_order
1892,110,593,2022-06-03,2281,mobile_order
1893,10,533,2023-09-30,275,qr_order
1894,69,76,2023-07-12,502,mobile_order
1895,65,-119,2021-10-19,235,mobile_order
1896,259,409,2022-11-04,1688,qr_order
1897,121,429,2022-10-23,901,qr_order
1898,75,52,2023-09-22,2630,mobile_order
1899,53,-208,2022-12-24,2221,qr_order
1900,77,606,2022-12-20,676,qr_order
1901,2,674,2022-03-16,842,qr_order
1902,130,-401,2022-05-03,1841,ec_order
1903,212,864,2023-11-24,634,qr_order
1904,118,356,2023-02-24,2968,mobile_order
1905,114,597,2023-09-18,1690,ec_order
1906,299,-366,2022-07-23,694,ec_order
1907,77,313,2022-03-16,2655,ec_order
1908,74,-953,2021-10-27,2352,ec_order
1909,136,758,2022-07-10,2460,qr_order
1910,240,-307,2022-03-15,2559,qr_order
